age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,past_num_of_claims,witness_present,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,accident_site_Local,accident_site_Parking Lot,channel_Online,channel_Phone,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_day_of_week_Mon,claim_day_of_week_Sat,claim_day_of_week_Sun,claim_day_of_week_Thu,claim_day_of_week_Tue,claim_day_of_week_Wed,vehicle_category_Large,vehicle_category_Medium
40,0,1,90,58993.6,0,1,1,0,0,10,1,4.0,40155.12,7850.21,4034.01,1000,999.43,9.54,4,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
60,0,1,85,65520.0,1,1,0,1,0,85,1,4.0,15598.91,21304.78,4210.66,2000,1155.97,6.93,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
48,1,1,71,61939.2,1,0,0,0,0,100,0,7.0,17710.31,25319.2,9096.17,500,1232.57,8.78,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55,1,1,87,64075.2,0,0,1,0,1,6,0,4.0,19400.59,24326.01,2334.94,1000,1324.78,8.04,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
30,1,1,69,54420.8,0,1,0,0,1,72,1,5.0,10193.38,18536.71,10119.13,500,1518.54,13.64,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
44,1,1,38,60547.2,1,1,0,0,0,9,1,11.0,44320.27,29050.7,1607.09,2000,1246.68,12.3,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
41,0,1,82,59430.4,0,1,1,1,0,1,0,3.0,58944.55,22628.94,2886.99,500,1055.6,9.68,6,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
30,0,0,70,54401.6,1,0,0,2,0,45,0,1.0,23552.14,6836.6,5187.06,1000,999.43,9.58,5,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
54,0,1,61,63809.6,1,0,1,0,0,50,0,6.0,31276.1,7914.28,1746.26,1000,1726.91,11.41,4,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
49,1,1,75,62270.4,1,0,0,0,0,94,1,9.0,21556.35,15044.25,3301.3,500,1078.65,10.97,2,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
33,0,1,82,55950.4,0,0,0,0,0,49,0,5.0,24862.35,24178.35,2678.54,1000,1324.78,10.37,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
69,0,0,66,67760.0,1,1,0,0,1,26,0,8.0,35045.28,15710.7,3973.77,500,1518.54,10.18,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
66,1,1,77,67044.8,1,1,1,0,0,91,0,9.0,18902.82,17522.19,2690.47,1000,1622.67,9.4,4,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
41,1,1,94,59414.4,1,0,0,2,0,47,1,4.0,12386.83,26180.08,6677.55,500,1082.36,10.79,6,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
57,0,1,71,64713.6,0,0,1,0,1,55,1,5.0,27706.54,18588.97,2830.28,500,1354.2,12.29,6,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
31,1,1,47,54947.2,0,1,0,0,0,51,1,2.0,49572.68,16486.84,1688.16,500,1055.6,9.94,4,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
39,1,1,53,58624.0,1,1,0,0,0,52,0,4.0,31320.77,5144.04,4948.68,1000,999.43,9.12,3,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
38,0,1,91,58182.4,1,0,1,0,0,87,1,1.0,31391.48,28689.46,6825.68,500,1232.57,9.02,5,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
63,1,1,93,66310.4,0,0,0,0,1,96,1,6.0,26202.73,31476.91,4337.65,500,1078.65,9.31,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
45,1,1,23,60894.4,0,0,0,0,0,50,0,1.0,15105.83,33318.42,5252.86,500,1518.54,9.28,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
65,1,1,87,66800.0,1,1,1,0,0,64,0,6.0,17833.48,27219.18,2648.44,2000,1246.68,9.28,3,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
36,1,1,62,57331.2,1,1,0,0,0,3,1,4.0,33816.22,14896.19,4084.7,500,1354.2,11.51,6,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
39,1,1,75,58614.4,1,1,0,0,0,27,1,3.0,17550.48,31573.72,8249.3,500,1055.6,12.13,4,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
59,1,1,64,65251.2,0,1,0,1,1,0,1,6.0,37900.22,14025.14,4764.12,1000,1324.78,10.38,5,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
38,0,1,87,58212.8,1,1,0,0,0,47,0,4.0,23227.32,18800.64,1625.94,500,1518.54,12.17,8,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
42,1,1,85,79776.0,1,1,1,3,0,7,1,8.0,12834.82,31257.95,3077.02,2000,1239.06,9.86,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41,0,1,89,59414.4,0,1,0,0,0,47,1,10.0,13783.77,25383.06,4680.71,500,1082.36,11.1,3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
47,0,1,84,86197.44,1,1,0,0,0,50,0,10.0,13337.62,21811.99,6418.49,500,1354.2,10.03,7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
43,0,1,49,84300.16,0,1,1,0,0,0,0,5.0,25600.81,42357.33,2692.39,1000,999.43,10.01,2,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
35,1,1,90,79663.36,1,1,1,2,1,1,1,8.0,41144.63,27372.61,8709.56,2000,1155.97,9.04,2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
64,1,1,74,93188.48,1,1,1,0,1,88,1,9.0,14244.67,31252.29,10084.34,1000,1726.91,10.56,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
42,0,1,85,83749.12,1,1,1,0,0,25,1,6.0,11886.97,12754.14,8704.1,500,1232.57,12.0,5,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
65,1,1,97,66792.0,0,0,1,0,1,93,0,6.0,9811.49,7346.55,5787.12,2000,1246.68,6.96,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
44,0,1,50,60532.8,0,1,0,0,1,49,0,9.0,20230.79,44653.95,3427.65,1000,1622.67,8.74,4,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
45,0,1,62,60902.4,1,1,0,1,0,84,0,3.0,3100.9,24908.72,4576.82,500,1082.36,11.99,6,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
62,1,1,80,66038.4,1,1,0,1,0,0,1,5.0,16414.08,17680.76,4669.75,500,1055.6,10.55,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
59,0,1,75,65252.8,1,0,0,3,0,62,0,4.0,31058.11,27021.8,1966.97,1000,999.43,12.47,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,0,1,68,81500.16,1,0,0,1,0,91,1,7.0,18313.23,28273.95,3260.47,1000,1726.91,11.14,4,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
61,0,1,90,92095.36,0,1,0,0,1,8,1,7.0,10046.06,26672.17,7564.27,1000,1324.78,8.93,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
58,1,1,96,64963.2,1,0,1,1,0,77,0,1.0,24732.42,8684.94,9909.29,500,1518.54,12.03,4,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
46,0,1,50,61270.4,1,0,1,0,0,34,1,5.0,12421.42,15723.35,6420.37,500,1354.2,9.02,7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
38,0,0,73,58198.4,0,0,0,0,1,59,1,4.0,40085.56,29200.23,3654.42,1000,999.43,8.16,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
36,1,1,81,57337.6,1,0,0,0,1,84,0,4.0,20233.16,6876.74,8794.05,500,1232.57,11.49,7,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
41,0,1,79,83142.08,0,1,0,0,0,0,1,4.0,27403.04,18835.17,2861.7,1000,1622.67,11.26,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
30,1,1,64,76224.96,0,0,1,0,0,15,0,3.0,35987.3,12866.51,3403.46,500,1055.6,10.58,8,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
41,0,1,88,59419.2,1,1,0,0,1,6,0,4.0,20413.33,36098.07,3751.66,500,1232.57,12.24,3,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
49,1,1,80,62288.0,0,0,0,0,0,0,1,2.0,34586.24,19886.21,4377.66,500,1078.65,10.25,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
34,1,1,72,56404.8,1,1,0,1,0,17,1,5.0,14649.05,47736.27,4030.64,1000,1324.78,9.0,3,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
50,1,1,79,62580.8,1,0,1,0,0,70,1,6.0,11703.78,7248.11,6466.61,2000,1246.68,8.69,9,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
32,1,1,83,55451.2,1,1,0,1,0,20,1,6.0,23916.34,22384.11,2351.23,1000,1622.67,9.73,3,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
44,1,1,77,60547.2,1,0,1,0,0,33,0,3.0,23743.63,23688.04,3517.68,500,1082.36,9.76,2,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
32,0,0,85,55460.8,1,0,0,0,0,35,1,6.0,11522.11,12645.55,9296.37,500,1354.2,8.64,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
31,1,1,91,76930.56,1,1,1,5,0,8,1,7.0,29765.47,9460.86,5216.06,500,1232.57,11.84,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
47,1,1,82,86248.96,1,1,0,0,0,36,1,2.0,19741.48,13876.66,3500.21,500,1518.54,10.75,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
48,1,1,79,86705.92,1,0,0,0,0,1,1,2.0,37736.89,15850.55,2061.7,2000,1239.06,10.37,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
46,1,0,78,85800.96,0,1,0,1,0,79,0,6.0,20734.26,27630.56,2060.83,2000,1246.68,8.96,4,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
41,1,0,73,83189.12,0,1,1,0,0,45,0,7.0,81893.33,38204.62,7117.4,500,1082.36,10.35,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
51,0,1,73,88043.2,1,1,0,0,0,94,0,6.0,58822.48,21676.43,3560.01,1000,999.43,9.3,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
38,0,1,90,81520.32,1,1,0,0,0,0,0,4.0,15744.04,19420.94,11559.57,2000,1155.97,7.65,4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
30,1,1,75,76200.32,1,1,1,1,0,32,1,8.0,24776.26,24371.29,2817.32,1000,1726.91,6.45,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
31,0,0,46,76905.92,1,1,1,0,1,21,0,8.0,11001.53,27183.5,1991.66,500,1078.65,9.32,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
74,0,1,52,68876.8,0,1,0,0,0,97,1,2.0,7059.27,38737.29,4167.11,2000,1239.06,10.2,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
54,1,1,96,63806.4,1,1,0,0,0,1,0,8.0,36708.8,16559.42,3147.81,2000,1246.68,12.1,5,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
33,1,1,75,55936.0,1,1,0,2,0,74,1,2.0,20783.67,49142.47,5438.7,500,1354.2,9.48,5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
30,0,1,72,76175.68,1,1,0,0,0,77,0,8.0,40866.53,22408.68,3065.48,500,1078.65,8.94,4,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
53,1,1,78,88912.32,1,1,0,1,0,1,1,3.0,32570.86,10754.41,3652.45,500,1518.54,10.57,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40,1,1,55,82629.12,1,0,0,0,0,71,0,4.0,25604.61,34421.48,4488.65,2000,1239.06,10.58,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
43,1,1,68,60190.4,1,1,0,0,0,1,0,5.0,17943.76,11623.34,10882.75,500,1082.36,7.91,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
30,1,1,80,76173.44,1,1,0,0,1,97,1,6.0,3889.25,53263.67,7717.59,500,1354.2,11.51,3,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
37,0,1,89,80884.16,0,1,1,0,1,2,1,4.0,32950.06,7261.56,2947.6,500,1055.6,9.02,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
53,1,1,81,88939.2,1,0,0,3,0,61,1,5.0,28670.74,37574.07,7596.78,2000,1155.97,9.14,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52,1,1,81,88527.04,1,1,0,2,0,41,1,5.0,9727.13,15052.24,5475.41,500,1232.57,10.87,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
47,1,0,76,86199.68,1,0,1,0,0,89,0,6.0,25633.19,29543.09,5409.42,500,1078.65,9.2,6,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,0,1,64,87196.48,1,1,0,0,1,16,1,7.0,38715.1,26694.35,3211.59,1000,1324.78,8.66,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,1,0,90,72947.84,0,0,0,1,0,89,0,3.0,15568.71,10815.32,5008.0,500,1518.54,10.72,7,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,0,1,46,85740.48,1,1,1,0,0,73,1,3.0,23760.61,19468.32,3331.7,2000,1239.06,10.76,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,0,0,57,111686.4,0,0,0,1,0,97,0,2.0,10495.96,13846.74,6811.74,2000,1246.68,8.0,5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
44,0,1,78,84784.0,0,1,1,0,0,92,1,4.0,20660.32,12177.25,7181.99,1000,1622.67,12.09,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
47,0,1,69,86240.0,0,1,0,0,1,88,0,7.0,52582.97,7987.67,5735.68,500,1082.36,9.69,4,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
37,0,1,77,57772.8,0,0,0,0,0,87,0,5.0,19633.8,66716.77,3150.96,500,1055.6,11.64,6,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
46,1,0,99,85792.0,0,1,0,0,1,74,1,4.0,23138.76,27498.74,2997.68,1000,999.43,13.16,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
44,1,0,83,60548.8,0,1,0,0,0,91,1,10.0,11663.23,19915.86,5160.06,1000,1726.91,9.24,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
37,0,0,44,57760.0,1,0,1,3,0,71,1,6.0,16810.66,13523.42,5412.04,500,1232.57,8.95,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
42,0,0,62,59803.2,1,1,1,0,0,8,1,3.0,16956.09,11327.79,2863.12,500,1078.65,9.6,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
34,0,1,81,110628.672,1,1,1,0,1,17,1,3.0,26646.78,40404.05,2354.35,1000,1324.78,4.76,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
47,0,1,74,120770.496,0,0,0,0,1,92,0,4.0,32054.83,17207.75,5199.41,500,1518.54,12.47,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
61,1,1,74,128886.464,1,1,0,0,1,96,0,5.0,13102.79,6364.82,10126.31,2000,1239.06,9.38,6,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
43,1,1,73,84280.0,0,0,0,0,0,7,1,9.0,9780.5,25978.04,5661.8,1000,999.43,10.66,5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0,0,53,59011.2,1,0,1,0,0,92,1,8.0,28933.11,18866.56,4719.42,500,1232.57,9.35,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,1,0,64,66027.2,1,1,1,3,0,50,1,7.0,30820.37,7828.55,4515.2,1000,1324.78,11.57,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
68,1,1,68,67515.2,0,1,0,0,0,66,0,7.0,35831.36,22908.52,5989.51,2000,1246.68,7.91,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
48,1,1,76,61966.4,1,1,0,5,0,13,1,4.0,22950.99,10687.14,2250.82,1000,1622.67,7.8,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
44,1,0,70,60540.8,0,0,0,2,0,5,1,7.0,19050.01,6164.27,5076.91,500,1354.2,5.26,4,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
70,1,0,88,67956.8,0,0,0,0,1,66,1,2.0,30146.4,13611.29,5659.64,2000,1155.97,9.42,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38,0,1,68,58192.0,1,1,0,0,0,0,0,5.0,21485.12,17171.93,5652.89,500,1232.57,12.72,4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
50,1,1,86,62587.2,0,0,1,0,0,48,0,8.0,18675.74,4507.35,6253.57,1000,1324.78,11.69,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
35,1,0,90,56912.0,1,1,0,2,1,2,1,8.0,20921.68,44169.5,3392.11,2000,1239.06,9.64,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
34,1,1,74,56408.0,0,0,0,0,0,0,0,4.0,14275.67,25356.33,1816.51,1000,1622.67,9.77,4,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
48,1,0,58,61956.8,1,1,0,0,1,10,0,6.0,32085.37,42013.77,7710.56,500,1082.36,10.95,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46,1,0,79,61260.8,1,0,1,2,0,94,1,8.0,24878.4,6392.31,3329.98,500,1354.2,13.44,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38,1,1,86,58203.2,1,1,1,1,0,17,1,5.0,31600.52,15369.17,3627.3,500,1232.57,10.48,5,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
42,1,1,86,79776.0,1,0,0,0,0,77,1,3.0,16008.54,11855.41,7639.43,500,1078.65,10.27,4,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
38,0,0,89,81426.24,1,0,1,0,0,82,1,4.0,11115.24,13035.23,2650.52,2000,1246.68,10.24,4,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
40,1,1,74,82611.2,0,1,1,0,1,27,1,5.0,23271.71,18413.2,5487.23,500,1082.36,9.16,3,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
33,1,1,85,106317.12,1,0,1,4,0,59,1,3.0,20722.16,9736.8,8114.87,500,1354.2,8.37,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
48,0,1,56,86737.28,0,1,1,5,1,67,1,6.0,10673.07,36034.21,6144.45,500,1055.6,10.56,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
41,0,1,48,59393.6,1,1,0,0,0,49,0,7.0,27589.99,44200.97,5976.61,500,1078.65,10.33,6,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
47,0,1,95,61609.6,1,1,0,0,1,34,1,6.0,17939.86,38568.04,8344.9,500,1518.54,11.21,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
31,1,1,64,54947.2,1,1,1,0,1,89,0,5.0,41582.16,13468.11,3942.52,2000,1239.06,11.06,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
43,0,1,60,84271.04,1,0,1,2,0,17,1,4.0,8375.2,29844.17,6724.2,1000,999.43,10.89,6,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
57,0,0,78,90547.52,0,0,0,1,0,54,1,5.0,13108.74,27715.8,7352.24,2000,1155.97,10.66,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,0,1,53,91340.48,1,1,1,0,0,40,0,8.0,34650.81,24598.16,5706.73,1000,1726.91,9.46,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
54,1,0,88,89344.64,1,1,0,0,0,60,0,6.0,26245.34,15134.75,6211.03,500,1078.65,11.98,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40,1,1,81,59024.0,1,0,1,0,0,95,1,9.0,12387.7,17787.49,3083.49,500,1518.54,9.82,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
54,1,1,67,89340.16,0,0,0,0,0,25,1,5.0,17043.37,13704.76,4102.8,2000,1239.06,6.71,3,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
56,1,1,85,90168.96,1,1,0,0,0,96,1,4.0,24315.0,30613.12,5538.08,2000,1246.68,9.03,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
65,0,1,83,93506.56,0,1,1,1,1,50,1,7.0,31836.16,9230.08,2660.22,1000,1622.67,9.56,4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
45,0,0,53,85258.88,1,1,1,1,0,4,1,8.0,16034.06,22969.06,5038.25,500,1082.36,6.85,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
49,1,1,42,62273.6,0,0,0,1,0,75,1,7.0,13017.22,9377.87,8752.93,1000,999.43,9.26,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
52,1,0,56,63248.0,1,1,1,0,0,99,0,4.0,23864.18,12624.74,1455.73,2000,1155.97,8.67,7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
52,0,1,74,63259.2,0,1,0,0,0,52,0,1.0,10070.75,18994.32,3217.47,500,1078.65,11.81,4,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
36,0,1,73,57339.2,1,0,0,0,1,67,0,4.0,12610.11,13744.13,3966.67,1000,1324.78,13.05,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
41,1,0,83,59403.2,0,1,1,0,0,50,1,1.0,16363.73,22418.06,4127.53,500,1518.54,11.33,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
49,0,0,82,62288.0,1,1,1,2,0,100,1,4.0,20092.3,30875.88,4607.35,2000,1239.06,12.0,7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
58,0,0,86,64987.2,1,0,1,0,0,1,1,4.0,9076.41,18484.51,4985.53,2000,1246.68,9.3,6,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
46,0,0,72,61243.2,1,1,1,2,0,2,0,8.0,13499.68,23598.15,4526.95,1000,1622.67,10.93,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34,0,1,77,56465.6,0,0,0,1,0,40,1,5.0,18317.7,21086.27,5526.87,500,1055.6,9.69,7,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
54,1,0,81,63812.8,1,0,0,0,0,41,1,4.0,13237.8,13277.08,5725.46,1000,999.43,12.22,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
43,0,0,81,60217.6,1,1,1,0,1,99,0,2.0,12456.93,10261.06,2634.22,2000,1155.97,8.93,2,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
62,1,1,64,66040.0,1,1,0,0,0,7,1,3.0,65526.38,33806.82,4429.02,1000,1726.91,11.24,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
43,1,0,84,60196.8,1,0,0,0,0,51,1,5.0,20451.7,27463.66,6383.12,500,1232.57,7.59,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
38,1,1,80,58211.2,1,0,1,0,0,18,0,3.0,21153.55,19205.21,4491.97,500,1518.54,12.24,6,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
38,0,1,90,58200.0,1,0,1,4,0,90,1,8.0,25256.83,29650.5,8819.91,2000,1239.06,11.94,5,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
49,1,1,73,62286.4,0,0,0,0,0,8,0,5.0,8934.59,20645.15,7695.04,2000,1246.68,10.27,3,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
35,0,0,45,56870.4,1,1,0,0,0,0,0,1.0,25618.59,10430.74,6444.17,500,1082.36,9.54,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
40,1,1,65,59036.8,0,0,0,1,0,66,1,6.0,8636.56,21255.09,6046.25,500,1354.2,12.52,3,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
50,1,1,96,87615.36,0,0,0,1,1,12,1,4.0,17546.74,8893.13,6359.98,1000,999.43,10.72,6,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
45,0,0,63,85283.52,1,1,0,2,0,44,1,4.0,12432.2,10624.66,3525.84,1000,1726.91,7.61,4,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49,1,1,46,87162.88,1,1,0,0,0,36,0,11.0,18959.36,42279.21,9201.14,500,1232.57,10.54,5,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
47,1,1,43,61611.2,1,1,0,1,0,13,0,5.0,13776.89,15800.74,3914.71,2000,1239.06,9.74,5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
